strain	serotype	genotype	date	region	country	division	locate	host	passage	specimen	additional host information	sequencing technology	assembly method	comment	comment type
EPI_ISL_17439681	DENV2	V-AsianI	2004-01-01	Asia	Vietnam			Human	Original	Other: Blood		unknown			
EPI_ISL_17439682	DENV2	V-AsianI	2005-01-01	Asia	Vietnam			Human	Original	Other: Blood		unknown			
EPI_ISL_17439683	DENV2	III-Asian-American	2003-01-01	Asia	Vietnam			Human	Original	Other: Blood		unknown			
EPI_ISL_17439684	DENV2	III-Asian-American	2001-01-01	Asia	Vietnam			Human	Original	Other: Blood		unknown			
EPI_ISL_17448102	DENV2	V-AsianI	1988-01-01	Asia	Thailand	Bangkok		Human	Original			unknown			
EPI_ISL_17448597	DENV2	V-AsianI	1980-01-01	Asia	Thailand			Human	Original	Serum		Illumina	Burrows Wheeler Aligner v. 0.7.17-r1188; Genome Analysis Toolkit v. v4.0.5.1; LoFreq v. 2		
EPI_ISL_17448647	DENV2	II-Cosmopolitan	2019-01-01	Asia	China	Yunnan		Human	Original	Serum		Sanger			
EPI_ISL_17448650	DENV2	II-Cosmopolitan	2019-01-01	Asia	China	Yunnan		Human	Original	Serum		Sanger			
EPI_ISL_17448651	DENV2	II-Cosmopolitan	2019-01-01	Asia	China	Yunnan		Human	Original	Serum		Sanger			
EPI_ISL_17448654	DENV2	II-Cosmopolitan	2019-01-01	Asia	China	Yunnan		Human	Original	Serum		Sanger			
EPI_ISL_17448656	DENV2	II-Cosmopolitan	2019-01-01	Asia	China	Yunnan		Human	Original	Serum		Sanger			
EPI_ISL_17448817	DENV2	II-Cosmopolitan	2010-01-01	Asia	China	Guangdong		Human	Original	Serum		454	DNAStar v. 7.0		
EPI_ISL_17448871	DENV2	II-Cosmopolitan	2014-01-01	Asia	China	Guangdong		Human	Original	Serum		454	DNAStar v. 7.0		
EPI_ISL_17448882	DENV2	II-Cosmopolitan	2014-01-01	Asia	China	Guangdong		Human	Original			454	DNAStar v. 7.0		
EPI_ISL_17448885	DENV2	II-Cosmopolitan	2010-01-01	Asia	China	Guangdong		Human	Original	Serum		unknown			
EPI_ISL_17449478	DENV2	II-Cosmopolitan	2015-01-01	Asia	Taiwan			Human	Original	Serum		Sanger	DNAStar v. version 8.1.5		
EPI_ISL_17449500	DENV2	II-Cosmopolitan	2015-01-01	Asia	Taiwan			Human	Original	Serum		Sanger	DNAStar v. version 8.1.5		
EPI_ISL_17449511	DENV2	II-Cosmopolitan	2015-01-01	Asia	Taiwan			Human	Original	Serum		Sanger	DNAStar v. version 8.1.5		
EPI_ISL_17449788	DENV2	IV-AsianII	2001-01-01	Asia	India			Human	Original	Serum		unknown			
EPI_ISL_17449803	DENV2	IV-AsianII	2009-01-01	Asia	India	Delhi		Human	Original			unknown			
EPI_ISL_17449825	DENV2	IV-AsianII	2009-01-01	Asia	India			Human	Original	Other: Viremic patient		unknown			
EPI_ISL_17449827	DENV2	IV-AsianII	2011-01-01	Asia	India	Odisha		Human	Original	Other: Viremic patient		unknown			
EPI_ISL_17450002	DENV2	II-Cosmopolitan	2014-01-01	Asia	China	Guangdong		Human	Original	Serum		Sanger			
EPI_ISL_17450004	DENV2	II-Cosmopolitan	2014-01-01	Asia	China	Guangdong		Human	Original	Serum		Sanger			
EPI_ISL_17450010	DENV2	II-Cosmopolitan	2014-01-01	Asia	China	Guangdong		Human	Original	Serum		Sanger			
EPI_ISL_17450011	DENV2	II-Cosmopolitan	2014-01-01	Asia	China	Guangdong		Human	Original	Serum		Sanger			
EPI_ISL_17450012	DENV2	II-Cosmopolitan	2014-01-01	Asia	China	Guangdong		Human	Original	Serum		Sanger			
EPI_ISL_17450013	DENV2	II-Cosmopolitan	2014-01-01	Asia	China	Guangdong		Human	Original	Serum		Sanger			
EPI_ISL_17450471	DENV2	III-Asian-American	2001-01-01	North America	Dominican Republic			Human	Original			unknown			
EPI_ISL_17450472	DENV2	III-Asian-American	2001-01-01	North America	Dominican Republic			Human	Original			unknown			
EPI_ISL_17450473	DENV2	III-Asian-American	2001-01-01	North America	Dominican Republic			Human	Original			unknown			
EPI_ISL_17450685	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450692	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450693	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450694	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450695	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450697	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450698	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450699	DENV2	IV-AsianII	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 4 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450700	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450702	DENV2	IV-AsianII	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 4 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450703	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450704	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450705	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450706	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450707	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450708	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450709	DENV2	II-Cosmopolitan	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450710	DENV2	II-Cosmopolitan	2017-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 1 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450711	DENV2	IV-AsianII	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 4 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450712	DENV2	IV-AsianII	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 4 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450713	DENV2	IV-AsianII	2018-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Plasma		Illumina	CLC Genomics Workbench v. 11.0	Insertion of 4 nucleotides when compared to the reference sequence.	info
EPI_ISL_17450715	DENV2	II-Cosmopolitan	2015-01-01	Asia	China	Guangdong	Guangzhou	Human	Original			unknown			
EPI_ISL_17450717	DENV2	II-Cosmopolitan	2015-01-01	Asia	China	Guangdong	Guangzhou	Human	Original			unknown			
EPI_ISL_17450718	DENV2	II-Cosmopolitan	2015-01-01	Asia	China	Guangdong	Guangzhou	Human	Original			unknown			
EPI_ISL_17450721	DENV2	II-Cosmopolitan	2015-01-01	Asia	China	Guangdong	Guangzhou	Human	Original			unknown			
EPI_ISL_17450723	DENV2	II-Cosmopolitan	2015-01-01	Asia	China	Guangdong		Human	Original	Serum		unknown			
EPI_ISL_17450725	DENV2	II-Cosmopolitan	2015-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Serum		unknown			
EPI_ISL_17450726	DENV2	II-Cosmopolitan	2015-01-01	Asia	China	Guangdong		Human	Original	Serum		unknown			
EPI_ISL_17450729	DENV2	II-Cosmopolitan	2015-01-01	Asia	China	Guangdong	Guangzhou	Human	Original	Serum		unknown			
EPI_ISL_17450732	DENV2	II-Cosmopolitan	2015-01-01	Asia	China	Guangdong		Human	Original	Serum		unknown			
EPI_ISL_17450858	DENV2	IV-AsianII	2021-01-01	Asia	India			Human	Original	Other: Whole blood samples from dengue patients		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.9		
EPI_ISL_17450871	DENV2	IV-AsianII	2018-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.9		
EPI_ISL_17450876	DENV2	IV-AsianII	2021-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.9		
EPI_ISL_17450878	DENV2	IV-AsianII	2020-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.9		
EPI_ISL_17450879	DENV2	II-Cosmopolitan	2021-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.9		
EPI_ISL_17450890	DENV2	IV-AsianII	2018-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.9		
EPI_ISL_17450891	DENV2	IV-AsianII	2019-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.12; Samtools v. 1.9		
EPI_ISL_17450894	DENV2	IV-AsianII	2018-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.12; Samtools v. 1.9		
EPI_ISL_17450898	DENV2	IV-AsianII	2019-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.12; Samtools v. 1.9		
EPI_ISL_17450908	DENV2	IV-AsianII	2022-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.12		
EPI_ISL_17450910	DENV2	IV-AsianII	2020-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.9		
EPI_ISL_17450911	DENV2	IV-AsianII	2020-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.9		
EPI_ISL_17450912	DENV2	IV-AsianII	2019-01-01	Asia	India			Human	Original	Whole blood		Oxford Nanopore Sequencing	Minimap2 v. 2.17; bcftools v. 1.12; Samtools v. 1.9		
EPI_ISL_17451682	DENV2	II-Cosmopolitan	2019-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17451693	DENV2	II-Cosmopolitan	2019-01-01	Asia	Singapore			Human	Original	Serum		Sanger		Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_17451710	DENV2	II-Cosmopolitan	2019-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17451718	DENV2	II-Cosmopolitan	2019-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17451720	DENV2	II-Cosmopolitan	2019-01-01	Asia	Singapore			Human	Original	Serum		Sanger		Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_17451721	DENV2	II-Cosmopolitan	2019-01-01	Asia	Singapore			Human	Original	Serum		Sanger		Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_17451722	DENV2	II-Cosmopolitan	2019-01-01	Asia	Singapore			Human	Original	Serum		Sanger		Gap of 2 nucleotides when compared to the reference sequence.	info
EPI_ISL_17451746	DENV2	II-Cosmopolitan	2019-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17451765	DENV2	IV-AsianII	2011-01-01	Asia	Pakistan	Muridke		Human	Original			Sanger	Lasergene v. 8.0		
EPI_ISL_17451777	DENV2	II-Cosmopolitan	2011-01-01	Asia	Singapore			Human	Original	Plasma		Sanger	Lasergene v. 8.00		
EPI_ISL_17451778	DENV2	II-Cosmopolitan	2011-01-01	Asia	Singapore			Human	Original	Plasma		Sanger	Lasergene v. 8.00		
EPI_ISL_17451779	DENV2	II-Cosmopolitan	2011-01-01	Asia	Singapore			Human	Original	Plasma		Sanger	Lasergene v. 8.00		
EPI_ISL_17451780	DENV2	II-Cosmopolitan	2007-01-01	Asia	Singapore			Human	Original	Serum		unknown			
EPI_ISL_17451811	DENV2	IV-AsianII	2011-01-01	Asia	Pakistan			Human	Original			Sanger	Lasergene v. 8.0		
EPI_ISL_17451830	DENV2	IV-AsianII	2008-01-01	Asia	Pakistan			Human	Original			Sanger	Lasergene v. 8.0		
EPI_ISL_17451831	DENV2	II-Cosmopolitan	2008-01-01	Asia	Singapore			Human	Original	Serum		unknown			
EPI_ISL_17451839	DENV2	II-Cosmopolitan	2006-01-01	Asia	Singapore			Human	Original	Serum		unknown			
EPI_ISL_17451840	DENV2	II-Cosmopolitan	2008-01-01	Asia	Singapore			Human	Original	Serum		unknown			
EPI_ISL_17451841	DENV2	II-Cosmopolitan	2007-01-01	Asia	Singapore			Human	Original	Serum		unknown			
EPI_ISL_17451843	DENV2	II-Cosmopolitan	2007-01-01	Asia	Singapore			Human	Original	Serum		unknown			
EPI_ISL_17451844	DENV2	II-Cosmopolitan	2007-01-01	Asia	Singapore			Human	Original	Serum		unknown			
EPI_ISL_17451845	DENV2	II-Cosmopolitan	2008-01-01	Asia	Singapore			Human	Original	Serum		unknown			
EPI_ISL_17451848	DENV2	II-Cosmopolitan	2008-01-01	Asia	Singapore			Human	Original	Serum		unknown			
EPI_ISL_17451849	DENV2	II-Cosmopolitan	2007-01-01	Asia	Singapore			Human	Original	Serum		unknown			
EPI_ISL_17451905	DENV2	IV-AsianII	2009-01-01	Asia	Pakistan			Human	Original			Sanger	Lasergene v. 8.0		
EPI_ISL_17451925	DENV2	IV-AsianII	2011-01-01	Asia	Pakistan			Human	Original			Sanger	Lasergene v. 8.0		
EPI_ISL_17451928	DENV2	IV-AsianII	2009-01-01	Asia	Pakistan			Human	Original			Sanger	Lasergene v. 8.0		
EPI_ISL_17451988	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452052	DENV2	II-Cosmopolitan	2012-01-01	Asia	Singapore			Human	Original	Plasma		Sanger	Lasergene v. 8.00		
EPI_ISL_17452182	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452290	DENV2	IV-AsianII	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452312	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452355	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452357	DENV2	II-Cosmopolitan	2012-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452408	DENV2	II-Cosmopolitan	2015-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452410	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452411	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452412	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452413	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452414	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452415	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452416	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452417	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452418	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452419	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452421	DENV2	IV-AsianII	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452422	DENV2	IV-AsianII	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452423	DENV2	IV-AsianII	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452424	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452425	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452426	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452427	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452428	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452429	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452430	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452431	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452432	DENV2	IV-AsianII	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452433	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452435	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452436	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452437	DENV2	II-Cosmopolitan	2013-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452438	DENV2	II-Cosmopolitan	2008-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452440	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452441	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452442	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452463	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452469	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452470	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452471	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452472	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452473	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452474	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452475	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
EPI_ISL_17452476	DENV2	II-Cosmopolitan	2014-01-01	Asia	Singapore			Human	Original	Serum		Sanger			
